RowName,InstrumentName,InstrumentTypeCategory,UpgradeName,Cost
144,Wild3,12,Lysithea-49SD moonlit edition Piano,25589
145,Drums1,1,DRUM to get rid of,10701
146,Drums2,2,"Small Drum, Need out of House",18724
147,Drums3,3,1975 Drumster Fire *BRAND NEW*,29427
148,Guitar1,4,Bender '54 (slight damage),10701
149,Guitar2,5,Full Size Lagoon Guitar Bag,18724
150,Guitar3,6,Signed Gibby Guitar knob,29427
151,Bass1,7,Pro Fish Guitar 2023 ,10701
152,Bass2,8,Refurbished Grand Largemouth,18724
153,Bass3,9,Used Bass strings (Still in package),29427
154,Wild1,10,Europa-3 Grand Piano,10701
155,Wild2,11,"Ganymede M series 5' 13""",18724
156,Wild3,12,Lysithea-49SD moonlit edition Piano,29427
157,Drums1,1,DRUM to get rid of,12306
158,Drums2,2,"Small Drum, Need out of House",21533
159,Drums3,3,1975 Drumster Fire *BRAND NEW*,33841
160,Guitar1,4,Bender '54 (slight damage),12306
161,Guitar2,5,Full Size Lagoon Guitar Bag,21533
162,Guitar3,6,Signed Gibby Guitar knob,33841
163,Bass1,7,Pro Fish Guitar 2023 ,12306
164,Bass2,8,Refurbished Grand Largemouth,21533
165,Bass3,9,Used Bass strings (Still in package),33841
166,Wild1,10,Europa-3 Grand Piano,12306
167,Wild2,11,"Ganymede M series 5' 13""",21533
168,Wild3,12,Lysithea-49SD moonlit edition Piano,33841
169,Drums1,1,DRUM to get rid of,14152
170,Drums2,2,"Small Drum, Need out of House",24763
171,Drums3,3,1975 Drumster Fire *BRAND NEW*,38917
172,Guitar1,4,Bender '54 (slight damage),14152
173,Guitar2,5,Full Size Lagoon Guitar Bag,24763
174,Guitar3,6,Signed Gibby Guitar knob,38917
175,Bass1,7,Pro Fish Guitar 2023 ,14152
176,Bass2,8,Refurbished Grand Largemouth,24763
177,Bass3,9,Used Bass strings (Still in package),38917
178,Wild1,10,Europa-3 Grand Piano,14152
179,Wild2,11,"Ganymede M series 5' 13""",24763
180,Wild3,12,Lysithea-49SD moonlit edition Piano,38917
181,Drums1,1,DRUM to get rid of,16275
182,Drums2,2,"Small Drum, Need out of House",28477
183,Drums3,3,1975 Drumster Fire *BRAND NEW*,44755
184,Guitar1,4,Bender '54 (slight damage),16275
185,Guitar2,5,Full Size Lagoon Guitar Bag,28477
186,Guitar3,6,Signed Gibby Guitar knob,44755
187,Bass1,7,Pro Fish Guitar 2023 ,16275
188,Bass2,8,Refurbished Grand Largemouth,28477
189,Bass3,9,Used Bass strings (Still in package),44755
190,Wild1,10,Europa-3 Grand Piano,16275
191,Wild2,11,"Ganymede M series 5' 13""",28477
192,Wild3,12,Lysithea-49SD moonlit edition Piano,44755
193,Drums1,1,DRUM to get rid of,18716
194,Drums2,2,"Small Drum, Need out of House",32749
195,Drums3,3,1975 Drumster Fire *BRAND NEW*,51468
196,Guitar1,4,Bender '54 (slight damage),18716
197,Guitar2,5,Full Size Lagoon Guitar Bag,32749
198,Guitar3,6,Signed Gibby Guitar knob,51468
199,Bass1,7,Pro Fish Guitar 2023 ,18716
200,Bass2,8,Refurbished Grand Largemouth,32749
201,Bass3,9,Used Bass strings (Still in package),51468
202,Wild1,10,Europa-3 Grand Piano,18716
203,Wild2,11,"Ganymede M series 5' 13""",32749
204,Wild3,12,Lysithea-49SD moonlit edition Piano,51468
205,Drums1,1,DRUM to get rid of,21523
206,Drums2,2,"Small Drum, Need out of House",37661
207,Drums3,3,1975 Drumster Fire *BRAND NEW*,59188
208,Guitar1,4,Bender '54 (slight damage),21523
209,Guitar2,5,Full Size Lagoon Guitar Bag,37661
210,Guitar3,6,Signed Gibby Guitar knob,59188
211,Bass1,7,Pro Fish Guitar 2023 ,21523
212,Bass2,8,Refurbished Grand Largemouth,37661
213,Bass3,9,Used Bass strings (Still in package),59188
214,Wild1,10,Europa-3 Grand Piano,21523
215,Wild2,11,"Ganymede M series 5' 13""",37661
216,Wild3,12,Lysithea-49SD moonlit edition Piano,59188
217,Drums1,1,DRUM to get rid of,24751
218,Drums2,2,"Small Drum, Need out of House",43310
219,Drums3,3,1975 Drumster Fire *BRAND NEW*,68066
220,Guitar1,4,Bender '54 (slight damage),24751
221,Guitar2,5,Full Size Lagoon Guitar Bag,43310
222,Guitar3,6,Signed Gibby Guitar knob,68066
223,Bass1,7,Pro Fish Guitar 2023 ,24751
224,Bass2,8,Refurbished Grand Largemouth,43310
225,Bass3,9,Used Bass strings (Still in package),68066
226,Wild1,10,Europa-3 Grand Piano,24751
227,Wild2,11,"Ganymede M series 5' 13""",43310
228,Wild3,12,Lysithea-49SD moonlit edition Piano,68066
229,Drums1,1,DRUM to get rid of,28464
230,Drums2,2,"Small Drum, Need out of House",49807
231,Drums3,3,1975 Drumster Fire *BRAND NEW*,78276
232,Guitar1,4,Bender '54 (slight damage),28464
233,Guitar2,5,Full Size Lagoon Guitar Bag,49807
234,Guitar3,6,Signed Gibby Guitar knob,78276
235,Bass1,7,Pro Fish Guitar 2023 ,28464
236,Bass2,8,Refurbished Grand Largemouth,49807
237,Bass3,9,Used Bass strings (Still in package),78276
238,Wild1,10,Europa-3 Grand Piano,28464
239,Wild2,11,"Ganymede M series 5' 13""",49807
240,Wild3,12,Lysithea-49SD moonlit edition Piano,78276
241,Drums1,1,DRUM to get rid of,32734
242,Drums2,2,"Small Drum, Need out of House",57278
243,Drums3,3,1975 Drumster Fire *BRAND NEW*,90017
244,Guitar1,4,Bender '54 (slight damage),32734
245,Guitar2,5,Full Size Lagoon Guitar Bag,57278
246,Guitar3,6,Signed Gibby Guitar knob,90017
247,Bass1,7,Pro Fish Guitar 2023 ,32734
248,Bass2,8,Refurbished Grand Largemouth,57278
249,Bass3,9,Used Bass strings (Still in package),90017
250,Wild1,10,Europa-3 Grand Piano,32734
251,Wild2,11,"Ganymede M series 5' 13""",57278
252,Wild3,12,Lysithea-49SD moonlit edition Piano,90017
253,Drums1,1,DRUM to get rid of,37644
254,Drums2,2,"Small Drum, Need out of House",65870
255,Drums3,3,1975 Drumster Fire *BRAND NEW*,103520
256,Guitar1,4,Bender '54 (slight damage),37644
257,Guitar2,5,Full Size Lagoon Guitar Bag,65870
258,Guitar3,6,Signed Gibby Guitar knob,103520
259,Bass1,7,Pro Fish Guitar 2023 ,37644
260,Bass2,8,Refurbished Grand Largemouth,65870
261,Bass3,9,Used Bass strings (Still in package),103520
262,Wild1,10,Europa-3 Grand Piano,37644
263,Wild2,11,"Ganymede M series 5' 13""",65870
264,Wild3,12,Lysithea-49SD moonlit edition Piano,103520
265,Drums1,1,DRUM to get rid of,43291
266,Drums2,2,"Small Drum, Need out of House",75751
267,Drums3,3,1975 Drumster Fire *BRAND NEW*,119048
268,Guitar1,4,Bender '54 (slight damage),43291
269,Guitar2,5,Full Size Lagoon Guitar Bag,75751
270,Guitar3,6,Signed Gibby Guitar knob,119048
271,Bass1,7,Pro Fish Guitar 2023 ,43291
272,Bass2,8,Refurbished Grand Largemouth,75751
273,Bass3,9,Used Bass strings (Still in package),119048
274,Wild1,10,Europa-3 Grand Piano,43291
275,Wild2,11,"Ganymede M series 5' 13""",75751
276,Wild3,12,Lysithea-49SD moonlit edition Piano,119048
277,Drums1,1,DRUM to get rid of,49785
278,Drums2,2,"Small Drum, Need out of House",87114
279,Drums3,3,1975 Drumster Fire *BRAND NEW*,136905
280,Guitar1,4,Bender '54 (slight damage),49785
281,Guitar2,5,Full Size Lagoon Guitar Bag,87114
282,Guitar3,6,Signed Gibby Guitar knob,136905
283,Bass1,7,Pro Fish Guitar 2023 ,49785
284,Bass2,8,Refurbished Grand Largemouth,87114
285,Bass3,9,Used Bass strings (Still in package),136905
286,Wild1,10,Europa-3 Grand Piano,49785
287,Wild2,11,"Ganymede M series 5' 13""",87114
288,Wild3,12,Lysithea-49SD moonlit edition Piano,136905
289,Drums1,1,DRUM to get rid of,57253
290,Drums2,2,"Small Drum, Need out of House",100181
291,Drums3,3,1975 Drumster Fire *BRAND NEW*,157441
292,Guitar1,4,Bender '54 (slight damage),57253
293,Guitar2,5,Full Size Lagoon Guitar Bag,100181
294,Guitar3,6,Signed Gibby Guitar knob,157441
295,Bass1,7,Pro Fish Guitar 2023 ,57253
296,Bass2,8,Refurbished Grand Largemouth,100181
297,Bass3,9,Used Bass strings (Still in package),157441
298,Wild1,10,Europa-3 Grand Piano,57253
299,Wild2,11,"Ganymede M series 5' 13""",100181
300,Wild3,12,Lysithea-49SD moonlit edition Piano,157441
301,Drums1,1,DRUM to get rid of,65841
302,Drums2,2,"Small Drum, Need out of House",115208
303,Drums3,3,1975 Drumster Fire *BRAND NEW*,181057
304,Guitar1,4,Bender '54 (slight damage),65841
305,Guitar2,5,Full Size Lagoon Guitar Bag,115208
306,Guitar3,6,Signed Gibby Guitar knob,181057
307,Bass1,7,Pro Fish Guitar 2023 ,65841
308,Bass2,8,Refurbished Grand Largemouth,115208
309,Bass3,9,Used Bass strings (Still in package),181057
310,Wild1,10,Europa-3 Grand Piano,65841
311,Wild2,11,"Ganymede M series 5' 13""",115208
312,Wild3,12,Lysithea-49SD moonlit edition Piano,181057
313,Drums1,1,DRUM to get rid of,75717
314,Drums2,2,"Small Drum, Need out of House",132489
315,Drums3,3,1975 Drumster Fire *BRAND NEW*,208216
316,Guitar1,4,Bender '54 (slight damage),75717
317,Guitar2,5,Full Size Lagoon Guitar Bag,132489
318,Guitar3,6,Signed Gibby Guitar knob,208216
319,Bass1,7,Pro Fish Guitar 2023 ,75717
320,Bass2,8,Refurbished Grand Largemouth,132489
321,Bass3,9,Used Bass strings (Still in package),208216
322,Wild1,10,Europa-3 Grand Piano,75717
323,Wild2,11,"Ganymede M series 5' 13""",132489
324,Wild3,12,Lysithea-49SD moonlit edition Piano,208216
325,Drums1,1,DRUM to get rid of,87075
326,Drums2,2,"Small Drum, Need out of House",152362
327,Drums3,3,1975 Drumster Fire *BRAND NEW*,239448
328,Guitar1,4,Bender '54 (slight damage),87075
329,Guitar2,5,Full Size Lagoon Guitar Bag,152362
330,Guitar3,6,Signed Gibby Guitar knob,239448
331,Bass1,7,Pro Fish Guitar 2023 ,87075
332,Bass2,8,Refurbished Grand Largemouth,152362
333,Bass3,9,Used Bass strings (Still in package),239448
334,Wild1,10,Europa-3 Grand Piano,87075
335,Wild2,11,"Ganymede M series 5' 13""",152362
336,Wild3,12,Lysithea-49SD moonlit edition Piano,239448
337,Drums1,1,DRUM to get rid of,100136
338,Drums2,2,"Small Drum, Need out of House",175216
339,Drums3,3,1975 Drumster Fire *BRAND NEW*,275365
340,Guitar1,4,Bender '54 (slight damage),100136
341,Guitar2,5,Full Size Lagoon Guitar Bag,175216
342,Guitar3,6,Signed Gibby Guitar knob,275365
343,Bass1,7,Pro Fish Guitar 2023 ,100136
344,Bass2,8,Refurbished Grand Largemouth,175216
345,Bass3,9,Used Bass strings (Still in package),275365
346,Wild1,10,Europa-3 Grand Piano,100136
347,Wild2,11,"Ganymede M series 5' 13""",175216
348,Wild3,12,Lysithea-49SD moonlit edition Piano,275365
349,Drums1,1,DRUM to get rid of,115156
350,Drums2,2,"Small Drum, Need out of House",201498
351,Drums3,3,1975 Drumster Fire *BRAND NEW*,316670
352,Guitar1,4,Bender '54 (slight damage),115156
353,Guitar2,5,Full Size Lagoon Guitar Bag,201498
354,Guitar3,6,Signed Gibby Guitar knob,316670
355,Bass1,7,Pro Fish Guitar 2023 ,115156
356,Bass2,8,Refurbished Grand Largemouth,201498
357,Bass3,9,Used Bass strings (Still in package),316670
358,Wild1,10,Europa-3 Grand Piano,115156
359,Wild2,11,"Ganymede M series 5' 13""",201498
360,Wild3,12,Lysithea-49SD moonlit edition Piano,316670
361,Drums1,1,DRUM to get rid of,132429
362,Drums2,2,"Small Drum, Need out of House",231723
363,Drums3,3,1975 Drumster Fire *BRAND NEW*,364171
364,Guitar1,4,Bender '54 (slight damage),132429
365,Guitar2,5,Full Size Lagoon Guitar Bag,231723
366,Guitar3,6,Signed Gibby Guitar knob,364171
367,Bass1,7,Pro Fish Guitar 2023 ,132429
368,Bass2,8,Refurbished Grand Largemouth,231723
369,Bass3,9,Used Bass strings (Still in package),364171
370,Wild1,10,Europa-3 Grand Piano,132429
371,Wild2,11,"Ganymede M series 5' 13""",231723
372,Wild3,12,Lysithea-49SD moonlit edition Piano,364171
373,Drums1,1,DRUM to get rid of,152293
374,Drums2,2,"Small Drum, Need out of House",266481
375,Drums3,3,1975 Drumster Fire *BRAND NEW*,418797
376,Guitar1,4,Bender '54 (slight damage),152293
377,Guitar2,5,Full Size Lagoon Guitar Bag,266481
378,Guitar3,6,Signed Gibby Guitar knob,418797
379,Bass1,7,Pro Fish Guitar 2023 ,152293
380,Bass2,8,Refurbished Grand Largemouth,266481
381,Bass3,9,Used Bass strings (Still in package),418797
382,Wild1,10,Europa-3 Grand Piano,152293
383,Wild2,11,"Ganymede M series 5' 13""",266481
384,Wild3,12,Lysithea-49SD moonlit edition Piano,418797
385,Drums1,1,DRUM to get rid of,175137
386,Drums2,2,"Small Drum, Need out of House",306453
387,Drums3,3,1975 Drumster Fire *BRAND NEW*,481617
388,Guitar1,4,Bender '54 (slight damage),175137
389,Guitar2,5,Full Size Lagoon Guitar Bag,306453
390,Guitar3,6,Signed Gibby Guitar knob,481617
391,Bass1,7,Pro Fish Guitar 2023 ,175137
392,Bass2,8,Refurbished Grand Largemouth,306453
393,Bass3,9,Used Bass strings (Still in package),481617
394,Wild1,10,Europa-3 Grand Piano,175137
395,Wild2,11,"Ganymede M series 5' 13""",306453
396,Wild3,12,Lysithea-49SD moonlit edition Piano,481617
397,Drums1,1,DRUM to get rid of,201408
398,Drums2,2,"Small Drum, Need out of House",352421
399,Drums3,3,1975 Drumster Fire *BRAND NEW*,553860
400,Guitar1,4,Bender '54 (slight damage),201408
401,Guitar2,5,Full Size Lagoon Guitar Bag,352421
402,Guitar3,6,Signed Gibby Guitar knob,553860
403,Bass1,7,Pro Fish Guitar 2023 ,201408
404,Bass2,8,Refurbished Grand Largemouth,352421
405,Bass3,9,Used Bass strings (Still in package),553860
406,Wild1,10,Europa-3 Grand Piano,201408
407,Wild2,11,"Ganymede M series 5' 13""",352421
408,Wild3,12,Lysithea-49SD moonlit edition Piano,553860
409,Drums1,1,DRUM to get rid of,231619
410,Drums2,2,"Small Drum, Need out of House",405284
411,Drums3,3,1975 Drumster Fire *BRAND NEW*,636939
412,Guitar1,4,Bender '54 (slight damage),231619
413,Guitar2,5,Full Size Lagoon Guitar Bag,405284
414,Guitar3,6,Signed Gibby Guitar knob,636939
415,Bass1,7,Pro Fish Guitar 2023 ,231619
416,Bass2,8,Refurbished Grand Largemouth,405284
417,Bass3,9,Used Bass strings (Still in package),636939
418,Wild1,10,Europa-3 Grand Piano,231619
419,Wild2,11,"Ganymede M series 5' 13""",405284
420,Wild3,12,Lysithea-49SD moonlit edition Piano,636939
421,Drums1,1,DRUM to get rid of,266362
422,Drums2,2,"Small Drum, Need out of House",466077
423,Drums3,3,1975 Drumster Fire *BRAND NEW*,732480
424,Guitar1,4,Bender '54 (slight damage),266362
425,Guitar2,5,Full Size Lagoon Guitar Bag,466077
426,Guitar3,6,Signed Gibby Guitar knob,732480
427,Bass1,7,Pro Fish Guitar 2023 ,266362
428,Bass2,8,Refurbished Grand Largemouth,466077
429,Bass3,9,Used Bass strings (Still in package),732480
430,Wild1,10,Europa-3 Grand Piano,266362
431,Wild2,11,"Ganymede M series 5' 13""",466077
432,Wild3,12,Lysithea-49SD moonlit edition Piano,732480
433,Drums1,1,DRUM to get rid of,306316
434,Drums2,2,"Small Drum, Need out of House",535989
435,Drums3,3,1975 Drumster Fire *BRAND NEW*,842352
436,Guitar1,4,Bender '54 (slight damage),306316
437,Guitar2,5,Full Size Lagoon Guitar Bag,535989
438,Guitar3,6,Signed Gibby Guitar knob,842352
439,Bass1,7,Pro Fish Guitar 2023 ,306316
440,Bass2,8,Refurbished Grand Largemouth,535989
441,Bass3,9,Used Bass strings (Still in package),842352
442,Wild1,10,Europa-3 Grand Piano,306316
443,Wild2,11,"Ganymede M series 5' 13""",535989
444,Wild3,12,Lysithea-49SD moonlit edition Piano,842352
445,Drums1,1,DRUM to get rid of,352263
446,Drums2,2,"Small Drum, Need out of House",616387
447,Drums3,3,1975 Drumster Fire *BRAND NEW*,968705
448,Guitar1,4,Bender '54 (slight damage),352263
449,Guitar2,5,Full Size Lagoon Guitar Bag,616387
450,Guitar3,6,Signed Gibby Guitar knob,968705
451,Bass1,7,Pro Fish Guitar 2023 ,352263
452,Bass2,8,Refurbished Grand Largemouth,616387
453,Bass3,9,Used Bass strings (Still in package),968705
454,Wild1,10,Europa-3 Grand Piano,352263
455,Wild2,11,"Ganymede M series 5' 13""",616387
456,Wild3,12,Lysithea-49SD moonlit edition Piano,968705
457,Drums1,1,DRUM to get rid of,405102
458,Drums2,2,"Small Drum, Need out of House",708845
459,Drums3,3,1975 Drumster Fire *BRAND NEW*,1114011
460,Guitar1,4,Bender '54 (slight damage),405102
461,Guitar2,5,Full Size Lagoon Guitar Bag,708845
462,Guitar3,6,Signed Gibby Guitar knob,1114011
463,Bass1,7,Pro Fish Guitar 2023 ,405102
464,Bass2,8,Refurbished Grand Largemouth,708845
465,Bass3,9,Used Bass strings (Still in package),1114011
466,Wild1,10,Europa-3 Grand Piano,405102
467,Wild2,11,"Ganymede M series 5' 13""",708845
468,Wild3,12,Lysithea-49SD moonlit edition Piano,1114011
469,Drums1,1,DRUM to get rid of,465867
470,Drums2,2,"Small Drum, Need out of House",815172
471,Drums3,3,1975 Drumster Fire *BRAND NEW*,1281113
472,Guitar1,4,Bender '54 (slight damage),465867
473,Guitar2,5,Full Size Lagoon Guitar Bag,815172
474,Guitar3,6,Signed Gibby Guitar knob,1281113
475,Bass1,7,Pro Fish Guitar 2023 ,465867
476,Bass2,8,Refurbished Grand Largemouth,815172
477,Bass3,9,Used Bass strings (Still in package),1281113
478,Wild1,10,Europa-3 Grand Piano,465867
479,Wild2,11,"Ganymede M series 5' 13""",815172
480,Wild3,12,Lysithea-49SD moonlit edition Piano,1281113
481,Drums1,1,DRUM to get rid of,535747
482,Drums2,2,"Small Drum, Need out of House",937448
483,Drums3,3,1975 Drumster Fire *BRAND NEW*,1473280
484,Guitar1,4,Bender '54 (slight damage),535747
485,Guitar2,5,Full Size Lagoon Guitar Bag,937448
486,Guitar3,6,Signed Gibby Guitar knob,1473280
487,Bass1,7,Pro Fish Guitar 2023 ,535747
488,Bass2,8,Refurbished Grand Largemouth,937448
489,Bass3,9,Used Bass strings (Still in package),1473280
490,Wild1,10,Europa-3 Grand Piano,535747
491,Wild2,11,"Ganymede M series 5' 13""",937448
492,Wild3,12,Lysithea-49SD moonlit edition Piano,1473280
493,Drums1,1,DRUM to get rid of,616109
494,Drums2,2,"Small Drum, Need out of House",1078065
495,Drums3,3,1975 Drumster Fire *BRAND NEW*,1694272
496,Guitar1,4,Bender '54 (slight damage),616109
497,Guitar2,5,Full Size Lagoon Guitar Bag,1078065
498,Guitar3,6,Signed Gibby Guitar knob,1694272
499,Bass1,7,Pro Fish Guitar 2023 ,616109
500,Bass2,8,Refurbished Grand Largemouth,1078065
501,Bass3,9,Used Bass strings (Still in package),1694272
502,Wild1,10,Europa-3 Grand Piano,616109
503,Wild2,11,"Ganymede M series 5' 13""",1078065
504,Wild3,12,Lysithea-49SD moonlit edition Piano,1694272
505,Drums1,1,DRUM to get rid of,708525
506,Drums2,2,"Small Drum, Need out of House",1239775
507,Drums3,3,1975 Drumster Fire *BRAND NEW*,1948413
508,Guitar1,4,Bender '54 (slight damage),708525
509,Guitar2,5,Full Size Lagoon Guitar Bag,1239775
510,Guitar3,6,Signed Gibby Guitar knob,1948413
511,Bass1,7,Pro Fish Guitar 2023 ,708525
512,Bass2,8,Refurbished Grand Largemouth,1239775
513,Bass3,9,Used Bass strings (Still in package),1948413
514,Wild1,10,Europa-3 Grand Piano,708525
515,Wild2,11,"Ganymede M series 5' 13""",1239775
516,Wild3,12,Lysithea-49SD moonlit edition Piano,1948413
