RowName,InstrumentName,InstrumentTypeCategory,UpgradeName,Cost
48,Wild3,12,Hand Etched Horse Guitar ,7605
49,Drums1,1,DRUM to get rid of,2624
50,Drums2,2,"Small Drum, Need out of House",5247
51,Drums3,3,1975 Drumster Fire *BRAND NEW*,8746
52,Guitar1,4,Bender '54 (slight damage),2624
53,Guitar2,5,Full Size Lagoon Guitar Bag,5247
54,Guitar3,6,Signed Gibby Guitar knob,8746
55,Bass1,7,Pro Fish Guitar 2023 ,2624
56,Bass2,8,Refurbished Grand Largemouth,5247
57,Bass3,9,Used Bass strings (Still in package),8746
58,Wild1,10,Vintage Geetar 2016,2624
59,Wild2,11,Acoustic Guitar (3 strings left),5247
60,Wild3,12,Hand Etched Horse Guitar ,8746
61,Drums1,1,DRUM to get rid of,3018
62,Drums2,2,"Small Drum, Need out of House",6034
63,Drums3,3,1975 Drumster Fire *BRAND NEW*,10058
64,Guitar1,4,Bender '54 (slight damage),3018
65,Guitar2,5,Full Size Lagoon Guitar Bag,6034
66,Guitar3,6,Signed Gibby Guitar knob,10058
67,Bass1,7,Pro Fish Guitar 2023 ,3018
68,Bass2,8,Refurbished Grand Largemouth,6034
69,Bass3,9,Used Bass strings (Still in package),10058
70,Wild1,10,Vintage Geetar 2016,3018
71,Wild2,11,Acoustic Guitar (3 strings left),6034
72,Wild3,12,Hand Etched Horse Guitar ,10058
73,Drums1,1,DRUM to get rid of,3471
74,Drums2,2,"Small Drum, Need out of House",6939
75,Drums3,3,1975 Drumster Fire *BRAND NEW*,11567
76,Guitar1,4,Bender '54 (slight damage),3471
77,Guitar2,5,Full Size Lagoon Guitar Bag,6939
78,Guitar3,6,Signed Gibby Guitar knob,11567
79,Bass1,7,Pro Fish Guitar 2023 ,3471
80,Bass2,8,Refurbished Grand Largemouth,6939
81,Bass3,9,Used Bass strings (Still in package),11567
82,Wild1,10,Vintage Geetar 2016,3471
83,Wild2,11,Acoustic Guitar (3 strings left),6939
84,Wild3,12,Hand Etched Horse Guitar ,11567
85,Drums1,1,DRUM to get rid of,3992
86,Drums2,2,"Small Drum, Need out of House",7980
87,Drums3,3,1975 Drumster Fire *BRAND NEW*,13302
88,Guitar1,4,Bender '54 (slight damage),3992
89,Guitar2,5,Full Size Lagoon Guitar Bag,7980
90,Guitar3,6,Signed Gibby Guitar knob,13302
91,Bass1,7,Pro Fish Guitar 2023 ,3992
92,Bass2,8,Refurbished Grand Largemouth,7980
93,Bass3,9,Used Bass strings (Still in package),13302
94,Wild1,10,Vintage Geetar 2016,3992
95,Wild2,11,Acoustic Guitar (3 strings left),7980
96,Wild3,12,Hand Etched Horse Guitar ,13302
97,Drums1,1,DRUM to get rid of,4591
98,Drums2,2,"Small Drum, Need out of House",9177
99,Drums3,3,1975 Drumster Fire *BRAND NEW*,15297
100,Guitar1,4,Bender '54 (slight damage),4591
101,Guitar2,5,Full Size Lagoon Guitar Bag,9177
102,Guitar3,6,Signed Gibby Guitar knob,15297
103,Bass1,7,Pro Fish Guitar 2023 ,4591
104,Bass2,8,Refurbished Grand Largemouth,9177
105,Bass3,9,Used Bass strings (Still in package),15297
106,Wild1,10,Vintage Geetar 2016,4591
107,Wild2,11,Acoustic Guitar (3 strings left),9177
108,Wild3,12,Hand Etched Horse Guitar ,15297
109,Drums1,1,DRUM to get rid of,5280
110,Drums2,2,"Small Drum, Need out of House",10554
111,Drums3,3,1975 Drumster Fire *BRAND NEW*,17592
112,Guitar1,4,Bender '54 (slight damage),5280
113,Guitar2,5,Full Size Lagoon Guitar Bag,10554
114,Guitar3,6,Signed Gibby Guitar knob,17592
115,Bass1,7,Pro Fish Guitar 2023 ,5280
116,Bass2,8,Refurbished Grand Largemouth,10554
117,Bass3,9,Used Bass strings (Still in package),17592
118,Wild1,10,Vintage Geetar 2016,5280
119,Wild2,11,Acoustic Guitar (3 strings left),10554
120,Wild3,12,Hand Etched Horse Guitar ,17592
121,Drums1,1,DRUM to get rid of,6072
122,Drums2,2,"Small Drum, Need out of House",12137
123,Drums3,3,1975 Drumster Fire *BRAND NEW*,20231
124,Guitar1,4,Bender '54 (slight damage),6072
125,Guitar2,5,Full Size Lagoon Guitar Bag,12137
126,Guitar3,6,Signed Gibby Guitar knob,20231
127,Bass1,7,Pro Fish Guitar 2023 ,6072
128,Bass2,8,Refurbished Grand Largemouth,12137
129,Bass3,9,Used Bass strings (Still in package),20231
130,Wild1,10,Vintage Geetar 2016,6072
131,Wild2,11,Acoustic Guitar (3 strings left),12137
132,Wild3,12,Hand Etched Horse Guitar ,20231
133,Drums1,1,DRUM to get rid of,6983
134,Drums2,2,"Small Drum, Need out of House",13958
135,Drums3,3,1975 Drumster Fire *BRAND NEW*,23266
136,Guitar1,4,Bender '54 (slight damage),6983
137,Guitar2,5,Full Size Lagoon Guitar Bag,13958
138,Guitar3,6,Signed Gibby Guitar knob,23266
139,Bass1,7,Pro Fish Guitar 2023 ,6983
140,Bass2,8,Refurbished Grand Largemouth,13958
141,Bass3,9,Used Bass strings (Still in package),23266
142,Wild1,10,Vintage Geetar 2016,6983
143,Wild2,11,Acoustic Guitar (3 strings left),13958
144,Wild3,12,Hand Etched Horse Guitar ,23266
145,Drums1,1,DRUM to get rid of,8030
146,Drums2,2,"Small Drum, Need out of House",16052
147,Drums3,3,1975 Drumster Fire *BRAND NEW*,26756
148,Guitar1,4,Bender '54 (slight damage),8030
149,Guitar2,5,Full Size Lagoon Guitar Bag,16052
150,Guitar3,6,Signed Gibby Guitar knob,26756
151,Bass1,7,Pro Fish Guitar 2023 ,8030
152,Bass2,8,Refurbished Grand Largemouth,16052
153,Bass3,9,Used Bass strings (Still in package),26756
154,Wild1,10,Vintage Geetar 2016,8030
155,Wild2,11,Acoustic Guitar (3 strings left),16052
156,Wild3,12,Hand Etched Horse Guitar ,26756
157,Drums1,1,DRUM to get rid of,9235
158,Drums2,2,"Small Drum, Need out of House",18460
159,Drums3,3,1975 Drumster Fire *BRAND NEW*,30769
160,Guitar1,4,Bender '54 (slight damage),9235
161,Guitar2,5,Full Size Lagoon Guitar Bag,18460
162,Guitar3,6,Signed Gibby Guitar knob,30769
163,Bass1,7,Pro Fish Guitar 2023 ,9235
164,Bass2,8,Refurbished Grand Largemouth,18460
165,Bass3,9,Used Bass strings (Still in package),30769
166,Wild1,10,Vintage Geetar 2016,9235
167,Wild2,11,Acoustic Guitar (3 strings left),18460
168,Wild3,12,Hand Etched Horse Guitar ,30769
169,Drums1,1,DRUM to get rid of,10620
170,Drums2,2,"Small Drum, Need out of House",21229
171,Drums3,3,1975 Drumster Fire *BRAND NEW*,35384
172,Guitar1,4,Bender '54 (slight damage),10620
173,Guitar2,5,Full Size Lagoon Guitar Bag,21229
174,Guitar3,6,Signed Gibby Guitar knob,35384
175,Bass1,7,Pro Fish Guitar 2023 ,10620
176,Bass2,8,Refurbished Grand Largemouth,21229
177,Bass3,9,Used Bass strings (Still in package),35384
178,Wild1,10,Vintage Geetar 2016,10620
179,Wild2,11,Acoustic Guitar (3 strings left),21229
180,Wild3,12,Hand Etched Horse Guitar ,35384
181,Drums1,1,DRUM to get rid of,12213
182,Drums2,2,"Small Drum, Need out of House",24413
183,Drums3,3,1975 Drumster Fire *BRAND NEW*,40692
184,Guitar1,4,Bender '54 (slight damage),12213
185,Guitar2,5,Full Size Lagoon Guitar Bag,24413
186,Guitar3,6,Signed Gibby Guitar knob,40692
187,Bass1,7,Pro Fish Guitar 2023 ,12213
188,Bass2,8,Refurbished Grand Largemouth,24413
189,Bass3,9,Used Bass strings (Still in package),40692
190,Wild1,10,Vintage Geetar 2016,12213
191,Wild2,11,Acoustic Guitar (3 strings left),24413
192,Wild3,12,Hand Etched Horse Guitar ,40692
193,Drums1,1,DRUM to get rid of,14045
194,Drums2,2,"Small Drum, Need out of House",28075
195,Drums3,3,1975 Drumster Fire *BRAND NEW*,46796
196,Guitar1,4,Bender '54 (slight damage),14045
197,Guitar2,5,Full Size Lagoon Guitar Bag,28075
198,Guitar3,6,Signed Gibby Guitar knob,46796
199,Bass1,7,Pro Fish Guitar 2023 ,14045
200,Bass2,8,Refurbished Grand Largemouth,28075
201,Bass3,9,Used Bass strings (Still in package),46796
202,Wild1,10,Vintage Geetar 2016,14045
203,Wild2,11,Acoustic Guitar (3 strings left),28075
204,Wild3,12,Hand Etched Horse Guitar ,46796
205,Drums1,1,DRUM to get rid of,16152
206,Drums2,2,"Small Drum, Need out of House",32286
207,Drums3,3,1975 Drumster Fire *BRAND NEW*,53815
208,Guitar1,4,Bender '54 (slight damage),16152
209,Guitar2,5,Full Size Lagoon Guitar Bag,32286
210,Guitar3,6,Signed Gibby Guitar knob,53815
211,Bass1,7,Pro Fish Guitar 2023 ,16152
212,Bass2,8,Refurbished Grand Largemouth,32286
213,Bass3,9,Used Bass strings (Still in package),53815
214,Wild1,10,Vintage Geetar 2016,16152
215,Wild2,11,Acoustic Guitar (3 strings left),32286
216,Wild3,12,Hand Etched Horse Guitar ,53815
217,Drums1,1,DRUM to get rid of,18575
218,Drums2,2,"Small Drum, Need out of House",37129
219,Drums3,3,1975 Drumster Fire *BRAND NEW*,61887
220,Guitar1,4,Bender '54 (slight damage),18575
221,Guitar2,5,Full Size Lagoon Guitar Bag,37129
222,Guitar3,6,Signed Gibby Guitar knob,61887
223,Bass1,7,Pro Fish Guitar 2023 ,18575
224,Bass2,8,Refurbished Grand Largemouth,37129
225,Bass3,9,Used Bass strings (Still in package),61887
226,Wild1,10,Vintage Geetar 2016,18575
227,Wild2,11,Acoustic Guitar (3 strings left),37129
228,Wild3,12,Hand Etched Horse Guitar ,61887
229,Drums1,1,DRUM to get rid of,21361
230,Drums2,2,"Small Drum, Need out of House",42698
231,Drums3,3,1975 Drumster Fire *BRAND NEW*,71170
232,Guitar1,4,Bender '54 (slight damage),21361
233,Guitar2,5,Full Size Lagoon Guitar Bag,42698
234,Guitar3,6,Signed Gibby Guitar knob,71170
235,Bass1,7,Pro Fish Guitar 2023 ,21361
236,Bass2,8,Refurbished Grand Largemouth,42698
237,Bass3,9,Used Bass strings (Still in package),71170
238,Wild1,10,Vintage Geetar 2016,21361
239,Wild2,11,Acoustic Guitar (3 strings left),42698
240,Wild3,12,Hand Etched Horse Guitar ,71170
241,Drums1,1,DRUM to get rid of,24565
242,Drums2,2,"Small Drum, Need out of House",49103
243,Drums3,3,1975 Drumster Fire *BRAND NEW*,81846
244,Guitar1,4,Bender '54 (slight damage),24565
245,Guitar2,5,Full Size Lagoon Guitar Bag,49103
246,Guitar3,6,Signed Gibby Guitar knob,81846
247,Bass1,7,Pro Fish Guitar 2023 ,24565
248,Bass2,8,Refurbished Grand Largemouth,49103
249,Bass3,9,Used Bass strings (Still in package),81846
250,Wild1,10,Vintage Geetar 2016,24565
251,Wild2,11,Acoustic Guitar (3 strings left),49103
252,Wild3,12,Hand Etched Horse Guitar ,81846
253,Drums1,1,DRUM to get rid of,28250
254,Drums2,2,"Small Drum, Need out of House",56468
255,Drums3,3,1975 Drumster Fire *BRAND NEW*,94123
256,Guitar1,4,Bender '54 (slight damage),28250
257,Guitar2,5,Full Size Lagoon Guitar Bag,56468
258,Guitar3,6,Signed Gibby Guitar knob,94123
259,Bass1,7,Pro Fish Guitar 2023 ,28250
260,Bass2,8,Refurbished Grand Largemouth,56468
261,Bass3,9,Used Bass strings (Still in package),94123
262,Wild1,10,Vintage Geetar 2016,28250
263,Wild2,11,Acoustic Guitar (3 strings left),56468
264,Wild3,12,Hand Etched Horse Guitar ,94123
265,Drums1,1,DRUM to get rid of,32488
266,Drums2,2,"Small Drum, Need out of House",64938
267,Drums3,3,1975 Drumster Fire *BRAND NEW*,108241
268,Guitar1,4,Bender '54 (slight damage),32488
269,Guitar2,5,Full Size Lagoon Guitar Bag,64938
270,Guitar3,6,Signed Gibby Guitar knob,108241
271,Bass1,7,Pro Fish Guitar 2023 ,32488
272,Bass2,8,Refurbished Grand Largemouth,64938
273,Bass3,9,Used Bass strings (Still in package),108241
274,Wild1,10,Vintage Geetar 2016,32488
275,Wild2,11,Acoustic Guitar (3 strings left),64938
276,Wild3,12,Hand Etched Horse Guitar ,108241
277,Drums1,1,DRUM to get rid of,37361
278,Drums2,2,"Small Drum, Need out of House",74679
279,Drums3,3,1975 Drumster Fire *BRAND NEW*,124477
280,Guitar1,4,Bender '54 (slight damage),37361
281,Guitar2,5,Full Size Lagoon Guitar Bag,74679
282,Guitar3,6,Signed Gibby Guitar knob,124477
283,Bass1,7,Pro Fish Guitar 2023 ,37361
284,Bass2,8,Refurbished Grand Largemouth,74679
285,Bass3,9,Used Bass strings (Still in package),124477
286,Wild1,10,Vintage Geetar 2016,37361
287,Wild2,11,Acoustic Guitar (3 strings left),74679
288,Wild3,12,Hand Etched Horse Guitar ,124477
289,Drums1,1,DRUM to get rid of,42965
290,Drums2,2,"Small Drum, Need out of House",85881
291,Drums3,3,1975 Drumster Fire *BRAND NEW*,143149
292,Guitar1,4,Bender '54 (slight damage),42965
293,Guitar2,5,Full Size Lagoon Guitar Bag,85881
294,Guitar3,6,Signed Gibby Guitar knob,143149
295,Bass1,7,Pro Fish Guitar 2023 ,42965
296,Bass2,8,Refurbished Grand Largemouth,85881
297,Bass3,9,Used Bass strings (Still in package),143149
298,Wild1,10,Vintage Geetar 2016,42965
299,Wild2,11,Acoustic Guitar (3 strings left),85881
300,Wild3,12,Hand Etched Horse Guitar ,143149
301,Drums1,1,DRUM to get rid of,49410
302,Drums2,2,"Small Drum, Need out of House",98763
303,Drums3,3,1975 Drumster Fire *BRAND NEW*,164621
304,Guitar1,4,Bender '54 (slight damage),49410
305,Guitar2,5,Full Size Lagoon Guitar Bag,98763
306,Guitar3,6,Signed Gibby Guitar knob,164621
307,Bass1,7,Pro Fish Guitar 2023 ,49410
308,Bass2,8,Refurbished Grand Largemouth,98763
309,Bass3,9,Used Bass strings (Still in package),164621
310,Wild1,10,Vintage Geetar 2016,49410
311,Wild2,11,Acoustic Guitar (3 strings left),98763
312,Wild3,12,Hand Etched Horse Guitar ,164621
313,Drums1,1,DRUM to get rid of,56822
314,Drums2,2,"Small Drum, Need out of House",113577
315,Drums3,3,1975 Drumster Fire *BRAND NEW*,189314
316,Guitar1,4,Bender '54 (slight damage),56822
317,Guitar2,5,Full Size Lagoon Guitar Bag,113577
318,Guitar3,6,Signed Gibby Guitar knob,189314
319,Bass1,7,Pro Fish Guitar 2023 ,56822
320,Bass2,8,Refurbished Grand Largemouth,113577
321,Bass3,9,Used Bass strings (Still in package),189314
322,Wild1,10,Vintage Geetar 2016,56822
323,Wild2,11,Acoustic Guitar (3 strings left),113577
324,Wild3,12,Hand Etched Horse Guitar ,189314
325,Drums1,1,DRUM to get rid of,65345
326,Drums2,2,"Small Drum, Need out of House",130614
327,Drums3,3,1975 Drumster Fire *BRAND NEW*,217711
328,Guitar1,4,Bender '54 (slight damage),65345
329,Guitar2,5,Full Size Lagoon Guitar Bag,130614
330,Guitar3,6,Signed Gibby Guitar knob,217711
331,Bass1,7,Pro Fish Guitar 2023 ,65345
332,Bass2,8,Refurbished Grand Largemouth,130614
333,Bass3,9,Used Bass strings (Still in package),217711
334,Wild1,10,Vintage Geetar 2016,65345
335,Wild2,11,Acoustic Guitar (3 strings left),130614
336,Wild3,12,Hand Etched Horse Guitar ,217711
337,Drums1,1,DRUM to get rid of,75147
338,Drums2,2,"Small Drum, Need out of House",150206
339,Drums3,3,1975 Drumster Fire *BRAND NEW*,250368
340,Guitar1,4,Bender '54 (slight damage),75147
341,Guitar2,5,Full Size Lagoon Guitar Bag,150206
342,Guitar3,6,Signed Gibby Guitar knob,250368
343,Bass1,7,Pro Fish Guitar 2023 ,75147
344,Bass2,8,Refurbished Grand Largemouth,150206
345,Bass3,9,Used Bass strings (Still in package),250368
346,Wild1,10,Vintage Geetar 2016,75147
347,Wild2,11,Acoustic Guitar (3 strings left),150206
348,Wild3,12,Hand Etched Horse Guitar ,250368
349,Drums1,1,DRUM to get rid of,86419
350,Drums2,2,"Small Drum, Need out of House",172737
351,Drums3,3,1975 Drumster Fire *BRAND NEW*,287923
352,Guitar1,4,Bender '54 (slight damage),86419
353,Guitar2,5,Full Size Lagoon Guitar Bag,172737
354,Guitar3,6,Signed Gibby Guitar knob,287923
355,Bass1,7,Pro Fish Guitar 2023 ,86419
356,Bass2,8,Refurbished Grand Largemouth,172737
357,Bass3,9,Used Bass strings (Still in package),287923
358,Wild1,10,Vintage Geetar 2016,86419
359,Wild2,11,Acoustic Guitar (3 strings left),172737
360,Wild3,12,Hand Etched Horse Guitar ,287923
361,Drums1,1,DRUM to get rid of,99382
362,Drums2,2,"Small Drum, Need out of House",198648
363,Drums3,3,1975 Drumster Fire *BRAND NEW*,331111
364,Guitar1,4,Bender '54 (slight damage),99382
365,Guitar2,5,Full Size Lagoon Guitar Bag,198648
366,Guitar3,6,Signed Gibby Guitar knob,331111
367,Bass1,7,Pro Fish Guitar 2023 ,99382
368,Bass2,8,Refurbished Grand Largemouth,198648
369,Bass3,9,Used Bass strings (Still in package),331111
370,Wild1,10,Vintage Geetar 2016,99382
371,Wild2,11,Acoustic Guitar (3 strings left),198648
372,Wild3,12,Hand Etched Horse Guitar ,331111
373,Drums1,1,DRUM to get rid of,114289
374,Drums2,2,"Small Drum, Need out of House",228445
375,Drums3,3,1975 Drumster Fire *BRAND NEW*,380778
376,Guitar1,4,Bender '54 (slight damage),114289
377,Guitar2,5,Full Size Lagoon Guitar Bag,228445
378,Guitar3,6,Signed Gibby Guitar knob,380778
379,Bass1,7,Pro Fish Guitar 2023 ,114289
380,Bass2,8,Refurbished Grand Largemouth,228445
381,Bass3,9,Used Bass strings (Still in package),380778
382,Wild1,10,Vintage Geetar 2016,114289
383,Wild2,11,Acoustic Guitar (3 strings left),228445
384,Wild3,12,Hand Etched Horse Guitar ,380778
385,Drums1,1,DRUM to get rid of,131432
386,Drums2,2,"Small Drum, Need out of House",262712
387,Drums3,3,1975 Drumster Fire *BRAND NEW*,437895
388,Guitar1,4,Bender '54 (slight damage),131432
389,Guitar2,5,Full Size Lagoon Guitar Bag,262712
390,Guitar3,6,Signed Gibby Guitar knob,437895
391,Bass1,7,Pro Fish Guitar 2023 ,131432
392,Bass2,8,Refurbished Grand Largemouth,262712
393,Bass3,9,Used Bass strings (Still in package),437895
394,Wild1,10,Vintage Geetar 2016,131432
395,Wild2,11,Acoustic Guitar (3 strings left),262712
396,Wild3,12,Hand Etched Horse Guitar ,437895
397,Drums1,1,DRUM to get rid of,151147
398,Drums2,2,"Small Drum, Need out of House",302119
399,Drums3,3,1975 Drumster Fire *BRAND NEW*,503579
400,Guitar1,4,Bender '54 (slight damage),151147
401,Guitar2,5,Full Size Lagoon Guitar Bag,302119
402,Guitar3,6,Signed Gibby Guitar knob,503579
403,Bass1,7,Pro Fish Guitar 2023 ,151147
404,Bass2,8,Refurbished Grand Largemouth,302119
405,Bass3,9,Used Bass strings (Still in package),503579
406,Wild1,10,Vintage Geetar 2016,151147
407,Wild2,11,Acoustic Guitar (3 strings left),302119
408,Wild3,12,Hand Etched Horse Guitar ,503579
409,Drums1,1,DRUM to get rid of,173819
410,Drums2,2,"Small Drum, Need out of House",347437
411,Drums3,3,1975 Drumster Fire *BRAND NEW*,579116
412,Guitar1,4,Bender '54 (slight damage),173819
413,Guitar2,5,Full Size Lagoon Guitar Bag,347437
414,Guitar3,6,Signed Gibby Guitar knob,579116
415,Bass1,7,Pro Fish Guitar 2023 ,173819
416,Bass2,8,Refurbished Grand Largemouth,347437
417,Bass3,9,Used Bass strings (Still in package),579116
418,Wild1,10,Vintage Geetar 2016,173819
419,Wild2,11,Acoustic Guitar (3 strings left),347437
420,Wild3,12,Hand Etched Horse Guitar ,579116
421,Drums1,1,DRUM to get rid of,199892
422,Drums2,2,"Small Drum, Need out of House",399553
423,Drums3,3,1975 Drumster Fire *BRAND NEW*,665983
424,Guitar1,4,Bender '54 (slight damage),199892
425,Guitar2,5,Full Size Lagoon Guitar Bag,399553
426,Guitar3,6,Signed Gibby Guitar knob,665983
427,Bass1,7,Pro Fish Guitar 2023 ,199892
428,Bass2,8,Refurbished Grand Largemouth,399553
429,Bass3,9,Used Bass strings (Still in package),665983
430,Wild1,10,Vintage Geetar 2016,199892
431,Wild2,11,Acoustic Guitar (3 strings left),399553
432,Wild3,12,Hand Etched Horse Guitar ,665983
433,Drums1,1,DRUM to get rid of,229876
434,Drums2,2,"Small Drum, Need out of House",459486
435,Drums3,3,1975 Drumster Fire *BRAND NEW*,765880
436,Guitar1,4,Bender '54 (slight damage),229876
437,Guitar2,5,Full Size Lagoon Guitar Bag,459486
438,Guitar3,6,Signed Gibby Guitar knob,765880
439,Bass1,7,Pro Fish Guitar 2023 ,229876
440,Bass2,8,Refurbished Grand Largemouth,459486
441,Bass3,9,Used Bass strings (Still in package),765880
442,Wild1,10,Vintage Geetar 2016,229876
443,Wild2,11,Acoustic Guitar (3 strings left),459486
444,Wild3,12,Hand Etched Horse Guitar ,765880
445,Drums1,1,DRUM to get rid of,264357
446,Drums2,2,"Small Drum, Need out of House",528409
447,Drums3,3,1975 Drumster Fire *BRAND NEW*,880762
448,Guitar1,4,Bender '54 (slight damage),264357
449,Guitar2,5,Full Size Lagoon Guitar Bag,528409
450,Guitar3,6,Signed Gibby Guitar knob,880762
451,Bass1,7,Pro Fish Guitar 2023 ,264357
452,Bass2,8,Refurbished Grand Largemouth,528409
453,Bass3,9,Used Bass strings (Still in package),880762
454,Wild1,10,Vintage Geetar 2016,264357
455,Wild2,11,Acoustic Guitar (3 strings left),528409
456,Wild3,12,Hand Etched Horse Guitar ,880762
457,Drums1,1,DRUM to get rid of,304011
458,Drums2,2,"Small Drum, Need out of House",607670
459,Drums3,3,1975 Drumster Fire *BRAND NEW*,1012876
460,Guitar1,4,Bender '54 (slight damage),304011
461,Guitar2,5,Full Size Lagoon Guitar Bag,607670
462,Guitar3,6,Signed Gibby Guitar knob,1012876
463,Bass1,7,Pro Fish Guitar 2023 ,304011
464,Bass2,8,Refurbished Grand Largemouth,607670
465,Bass3,9,Used Bass strings (Still in package),1012876
466,Wild1,10,Vintage Geetar 2016,304011
467,Wild2,11,Acoustic Guitar (3 strings left),607670
468,Wild3,12,Hand Etched Horse Guitar ,1012876
469,Drums1,1,DRUM to get rid of,349613
470,Drums2,2,"Small Drum, Need out of House",698821
471,Drums3,3,1975 Drumster Fire *BRAND NEW*,1164807
472,Guitar1,4,Bender '54 (slight damage),349613
473,Guitar2,5,Full Size Lagoon Guitar Bag,698821
474,Guitar3,6,Signed Gibby Guitar knob,1164807
475,Bass1,7,Pro Fish Guitar 2023 ,349613
476,Bass2,8,Refurbished Grand Largemouth,698821
477,Bass3,9,Used Bass strings (Still in package),1164807
478,Wild1,10,Vintage Geetar 2016,349613
479,Wild2,11,Acoustic Guitar (3 strings left),698821
480,Wild3,12,Hand Etched Horse Guitar ,1164807
481,Drums1,1,DRUM to get rid of,402055
482,Drums2,2,"Small Drum, Need out of House",803644
483,Drums3,3,1975 Drumster Fire *BRAND NEW*,1339528
484,Guitar1,4,Bender '54 (slight damage),402055
485,Guitar2,5,Full Size Lagoon Guitar Bag,803644
486,Guitar3,6,Signed Gibby Guitar knob,1339528
487,Bass1,7,Pro Fish Guitar 2023 ,402055
488,Bass2,8,Refurbished Grand Largemouth,803644
489,Bass3,9,Used Bass strings (Still in package),1339528
490,Wild1,10,Vintage Geetar 2016,402055
491,Wild2,11,Acoustic Guitar (3 strings left),803644
492,Wild3,12,Hand Etched Horse Guitar ,1339528
493,Drums1,1,DRUM to get rid of,462363
494,Drums2,2,"Small Drum, Need out of House",924191
495,Drums3,3,1975 Drumster Fire *BRAND NEW*,1540457
496,Guitar1,4,Bender '54 (slight damage),462363
497,Guitar2,5,Full Size Lagoon Guitar Bag,924191
498,Guitar3,6,Signed Gibby Guitar knob,1540457
499,Bass1,7,Pro Fish Guitar 2023 ,462363
500,Bass2,8,Refurbished Grand Largemouth,924191
501,Bass3,9,Used Bass strings (Still in package),1540457
502,Wild1,10,Vintage Geetar 2016,462363
503,Wild2,11,Acoustic Guitar (3 strings left),924191
504,Wild3,12,Hand Etched Horse Guitar ,1540457
505,Drums1,1,DRUM to get rid of,531717
506,Drums2,2,"Small Drum, Need out of House",1062820
507,Drums3,3,1975 Drumster Fire *BRAND NEW*,1771526
508,Guitar1,4,Bender '54 (slight damage),531717
509,Guitar2,5,Full Size Lagoon Guitar Bag,1062820
510,Guitar3,6,Signed Gibby Guitar knob,1771526
511,Bass1,7,Pro Fish Guitar 2023 ,531717
512,Bass2,8,Refurbished Grand Largemouth,1062820
513,Bass3,9,Used Bass strings (Still in package),1771526
514,Wild1,10,Vintage Geetar 2016,531717
515,Wild2,11,Acoustic Guitar (3 strings left),1062820
516,Wild3,12,Hand Etched Horse Guitar ,1771526
517,Drums1,1,DRUM to get rid of,611475
518,Drums2,2,"Small Drum, Need out of House",1222243
519,Drums3,3,1975 Drumster Fire *BRAND NEW*,2037255
520,Guitar1,4,Bender '54 (slight damage),611475
521,Guitar2,5,Full Size Lagoon Guitar Bag,1222243
522,Guitar3,6,Signed Gibby Guitar knob,2037255
