RowName,InstrumentName,InstrumentTypeCategory,UpgradeName,Cost
47,Wild2,11,Custom Blender USA Reissued ,9504
48,Wild3,12,Hearthead Mahogany Jimmy Tooth Electric Guitar,12960
49,Drums1,1,DRUM to get rid of,6221
50,Drums2,2,"Small Drum, Need out of House",11405
51,Drums3,3,1975 Drumster Fire *BRAND NEW*,15552
52,Guitar1,4,Bender '54 (slight damage),6221
53,Guitar2,5,Full Size Lagoon Guitar Bag,11405
54,Guitar3,6,Signed Gibby Guitar knob,15552
55,Bass1,7,Pro Fish Guitar 2023 ,6221
56,Bass2,8,Refurbished Grand Largemouth,11405
57,Bass3,9,Used Bass strings (Still in package),15552
58,Wild1,10,Vintage Torchhead no strings,6221
59,Wild2,11,Custom Blender USA Reissued ,11405
60,Wild3,12,Hearthead Mahogany Jimmy Tooth Electric Guitar,15552
61,Drums1,1,DRUM to get rid of,7465
62,Drums2,2,"Small Drum, Need out of House",13686
63,Drums3,3,1975 Drumster Fire *BRAND NEW*,18662
64,Guitar1,4,Bender '54 (slight damage),7465
65,Guitar2,5,Full Size Lagoon Guitar Bag,13686
66,Guitar3,6,Signed Gibby Guitar knob,18662
67,Bass1,7,Pro Fish Guitar 2023 ,7465
68,Bass2,8,Refurbished Grand Largemouth,13686
69,Bass3,9,Used Bass strings (Still in package),18662
70,Wild1,10,Vintage Torchhead no strings,7465
71,Wild2,11,Custom Blender USA Reissued ,13686
72,Wild3,12,Hearthead Mahogany Jimmy Tooth Electric Guitar,18662
73,Drums1,1,DRUM to get rid of,8958
74,Drums2,2,"Small Drum, Need out of House",16423
75,Drums3,3,1975 Drumster Fire *BRAND NEW*,22394
76,Guitar1,4,Bender '54 (slight damage),8958
77,Guitar2,5,Full Size Lagoon Guitar Bag,16423
78,Guitar3,6,Signed Gibby Guitar knob,22394
79,Bass1,7,Pro Fish Guitar 2023 ,8958
80,Bass2,8,Refurbished Grand Largemouth,16423
81,Bass3,9,Used Bass strings (Still in package),22394
82,Wild1,10,Vintage Torchhead no strings,8958
83,Wild2,11,Custom Blender USA Reissued ,16423
84,Wild3,12,Hearthead Mahogany Jimmy Tooth Electric Guitar,22394
85,Drums1,1,DRUM to get rid of,10750
86,Drums2,2,"Small Drum, Need out of House",19708
87,Drums3,3,1975 Drumster Fire *BRAND NEW*,26873
88,Guitar1,4,Bender '54 (slight damage),10750
89,Guitar2,5,Full Size Lagoon Guitar Bag,19708
90,Guitar3,6,Signed Gibby Guitar knob,26873
91,Bass1,7,Pro Fish Guitar 2023 ,10750
92,Bass2,8,Refurbished Grand Largemouth,19708
93,Bass3,9,Used Bass strings (Still in package),26873
94,Wild1,10,Vintage Torchhead no strings,10750
95,Wild2,11,Custom Blender USA Reissued ,19708
96,Wild3,12,Hearthead Mahogany Jimmy Tooth Electric Guitar,26873
97,Drums1,1,DRUM to get rid of,12900
98,Drums2,2,"Small Drum, Need out of House",23650
99,Drums3,3,1975 Drumster Fire *BRAND NEW*,32248
100,Guitar1,4,Bender '54 (slight damage),12900
101,Guitar2,5,Full Size Lagoon Guitar Bag,23650
102,Guitar3,6,Signed Gibby Guitar knob,32248
103,Bass1,7,Pro Fish Guitar 2023 ,12900
104,Bass2,8,Refurbished Grand Largemouth,23650
105,Bass3,9,Used Bass strings (Still in package),32248
106,Wild1,10,Vintage Torchhead no strings,12900
107,Wild2,11,Custom Blender USA Reissued ,23650
108,Wild3,12,Hearthead Mahogany Jimmy Tooth Electric Guitar,32248
109,Drums1,1,DRUM to get rid of,15480
110,Drums2,2,"Small Drum, Need out of House",28380
111,Drums3,3,1975 Drumster Fire *BRAND NEW*,38698
112,Guitar1,4,Bender '54 (slight damage),15480
113,Guitar2,5,Full Size Lagoon Guitar Bag,28380
114,Guitar3,6,Signed Gibby Guitar knob,38698
115,Bass1,7,Pro Fish Guitar 2023 ,15480
116,Bass2,8,Refurbished Grand Largemouth,28380
117,Bass3,9,Used Bass strings (Still in package),38698
118,Wild1,10,Vintage Torchhead no strings,15480
119,Wild2,11,Custom Blender USA Reissued ,28380
120,Wild3,12,Hearthead Mahogany Jimmy Tooth Electric Guitar,38698
121,Drums1,1,DRUM to get rid of,18576
122,Drums2,2,"Small Drum, Need out of House",34056
123,Drums3,3,1975 Drumster Fire *BRAND NEW*,46438
124,Guitar1,4,Bender '54 (slight damage),18576
125,Guitar2,5,Full Size Lagoon Guitar Bag,34056
126,Guitar3,6,Signed Gibby Guitar knob,46438
127,Bass1,7,Pro Fish Guitar 2023 ,18576
128,Bass2,8,Refurbished Grand Largemouth,34056
129,Bass3,9,Used Bass strings (Still in package),46438
130,Wild1,10,Vintage Torchhead no strings,18576
131,Wild2,11,Custom Blender USA Reissued ,34056
132,Wild3,12,Hearthead Mahogany Jimmy Tooth Electric Guitar,46438
133,Drums1,1,DRUM to get rid of,22291
134,Drums2,2,"Small Drum, Need out of House",40867
135,Drums3,3,1975 Drumster Fire *BRAND NEW*,55726
136,Guitar1,4,Bender '54 (slight damage),22291
137,Guitar2,5,Full Size Lagoon Guitar Bag,40867
138,Guitar3,6,Signed Gibby Guitar knob,55726
139,Bass1,7,Pro Fish Guitar 2023 ,22291
140,Bass2,8,Refurbished Grand Largemouth,40867
141,Bass3,9,Used Bass strings (Still in package),55726
142,Wild1,10,Vintage Torchhead no strings,22291
143,Wild2,11,Custom Blender USA Reissued ,40867
144,Wild3,12,Hearthead Mahogany Jimmy Tooth Electric Guitar,55726
145,Drums1,1,DRUM to get rid of,26749
146,Drums2,2,"Small Drum, Need out of House",49040
147,Drums3,3,1975 Drumster Fire *BRAND NEW*,66871
148,Guitar1,4,Bender '54 (slight damage),26749
149,Guitar2,5,Full Size Lagoon Guitar Bag,49040
150,Guitar3,6,Signed Gibby Guitar knob,66871
151,Bass1,7,Pro Fish Guitar 2023 ,26749
152,Bass2,8,Refurbished Grand Largemouth,49040
153,Bass3,9,Used Bass strings (Still in package),66871
154,Wild1,10,Vintage Torchhead no strings,26749
155,Wild2,11,Custom Blender USA Reissued ,49040
156,Wild3,12,Hearthead Mahogany Jimmy Tooth Electric Guitar,66871
157,Drums1,1,DRUM to get rid of,32099
158,Drums2,2,"Small Drum, Need out of House",58848
159,Drums3,3,1975 Drumster Fire *BRAND NEW*,80245
160,Guitar1,4,Bender '54 (slight damage),32099
161,Guitar2,5,Full Size Lagoon Guitar Bag,58848
162,Guitar3,6,Signed Gibby Guitar knob,80245
163,Bass1,7,Pro Fish Guitar 2023 ,32099
164,Bass2,8,Refurbished Grand Largemouth,58848
165,Bass3,9,Used Bass strings (Still in package),80245
166,Wild1,10,Vintage Torchhead no strings,32099
167,Wild2,11,Custom Blender USA Reissued ,58848
168,Wild3,12,Hearthead Mahogany Jimmy Tooth Electric Guitar,80245
169,Drums1,1,DRUM to get rid of,38519
170,Drums2,2,"Small Drum, Need out of House",70618
171,Drums3,3,1975 Drumster Fire *BRAND NEW*,96294
172,Guitar1,4,Bender '54 (slight damage),38519
173,Guitar2,5,Full Size Lagoon Guitar Bag,70618
174,Guitar3,6,Signed Gibby Guitar knob,96294
175,Bass1,7,Pro Fish Guitar 2023 ,38519
176,Bass2,8,Refurbished Grand Largemouth,70618
177,Bass3,9,Used Bass strings (Still in package),96294
178,Wild1,10,Vintage Torchhead no strings,38519
179,Wild2,11,Custom Blender USA Reissued ,70618
180,Wild3,12,Hearthead Mahogany Jimmy Tooth Electric Guitar,96294
181,Drums1,1,DRUM to get rid of,46223
182,Drums2,2,"Small Drum, Need out of House",84742
183,Drums3,3,1975 Drumster Fire *BRAND NEW*,115553
184,Guitar1,4,Bender '54 (slight damage),46223
185,Guitar2,5,Full Size Lagoon Guitar Bag,84742
186,Guitar3,6,Signed Gibby Guitar knob,115553
187,Bass1,7,Pro Fish Guitar 2023 ,46223
188,Bass2,8,Refurbished Grand Largemouth,84742
189,Bass3,9,Used Bass strings (Still in package),115553
190,Wild1,10,Vintage Torchhead no strings,46223
191,Wild2,11,Custom Blender USA Reissued ,84742
192,Wild3,12,Hearthead Mahogany Jimmy Tooth Electric Guitar,115553
193,Drums1,1,DRUM to get rid of,55468
194,Drums2,2,"Small Drum, Need out of House",101690
195,Drums3,3,1975 Drumster Fire *BRAND NEW*,138664
196,Guitar1,4,Bender '54 (slight damage),55468
197,Guitar2,5,Full Size Lagoon Guitar Bag,101690
198,Guitar3,6,Signed Gibby Guitar knob,138664
199,Bass1,7,Pro Fish Guitar 2023 ,55468
200,Bass2,8,Refurbished Grand Largemouth,101690
201,Bass3,9,Used Bass strings (Still in package),138664
202,Wild1,10,Vintage Torchhead no strings,55468
203,Wild2,11,Custom Blender USA Reissued ,101690
204,Wild3,12,Hearthead Mahogany Jimmy Tooth Electric Guitar,138664
205,Drums1,1,DRUM to get rid of,66562
206,Drums2,2,"Small Drum, Need out of House",122028
207,Drums3,3,1975 Drumster Fire *BRAND NEW*,166397
208,Guitar1,4,Bender '54 (slight damage),66562
209,Guitar2,5,Full Size Lagoon Guitar Bag,122028
210,Guitar3,6,Signed Gibby Guitar knob,166397
211,Bass1,7,Pro Fish Guitar 2023 ,66562
212,Bass2,8,Refurbished Grand Largemouth,122028
213,Bass3,9,Used Bass strings (Still in package),166397
214,Wild1,10,Vintage Torchhead no strings,66562
215,Wild2,11,Custom Blender USA Reissued ,122028
216,Wild3,12,Hearthead Mahogany Jimmy Tooth Electric Guitar,166397
217,Drums1,1,DRUM to get rid of,79874
218,Drums2,2,"Small Drum, Need out of House",146434
219,Drums3,3,1975 Drumster Fire *BRAND NEW*,199676
220,Guitar1,4,Bender '54 (slight damage),79874
221,Guitar2,5,Full Size Lagoon Guitar Bag,146434
222,Guitar3,6,Signed Gibby Guitar knob,199676
223,Bass1,7,Pro Fish Guitar 2023 ,79874
224,Bass2,8,Refurbished Grand Largemouth,146434
225,Bass3,9,Used Bass strings (Still in package),199676
226,Wild1,10,Vintage Torchhead no strings,79874
227,Wild2,11,Custom Blender USA Reissued ,146434
228,Wild3,12,Hearthead Mahogany Jimmy Tooth Electric Guitar,199676
229,Drums1,1,DRUM to get rid of,95849
230,Drums2,2,"Small Drum, Need out of House",175721
231,Drums3,3,1975 Drumster Fire *BRAND NEW*,239611
232,Guitar1,4,Bender '54 (slight damage),95849
233,Guitar2,5,Full Size Lagoon Guitar Bag,175721
234,Guitar3,6,Signed Gibby Guitar knob,239611
235,Bass1,7,Pro Fish Guitar 2023 ,95849
236,Bass2,8,Refurbished Grand Largemouth,175721
237,Bass3,9,Used Bass strings (Still in package),239611
238,Wild1,10,Vintage Torchhead no strings,95849
239,Wild2,11,Custom Blender USA Reissued ,175721
240,Wild3,12,Hearthead Mahogany Jimmy Tooth Electric Guitar,239611
241,Drums1,1,DRUM to get rid of,115019
242,Drums2,2,"Small Drum, Need out of House",210865
243,Drums3,3,1975 Drumster Fire *BRAND NEW*,287533
244,Guitar1,4,Bender '54 (slight damage),115019
245,Guitar2,5,Full Size Lagoon Guitar Bag,210865
246,Guitar3,6,Signed Gibby Guitar knob,287533
247,Bass1,7,Pro Fish Guitar 2023 ,115019
248,Bass2,8,Refurbished Grand Largemouth,210865
249,Bass3,9,Used Bass strings (Still in package),287533
250,Wild1,10,Vintage Torchhead no strings,115019
251,Wild2,11,Custom Blender USA Reissued ,210865
252,Wild3,12,Hearthead Mahogany Jimmy Tooth Electric Guitar,287533
253,Drums1,1,DRUM to get rid of,138023
254,Drums2,2,"Small Drum, Need out of House",253038
255,Drums3,3,1975 Drumster Fire *BRAND NEW*,345040
256,Guitar1,4,Bender '54 (slight damage),138023
257,Guitar2,5,Full Size Lagoon Guitar Bag,253038
258,Guitar3,6,Signed Gibby Guitar knob,345040
259,Bass1,7,Pro Fish Guitar 2023 ,138023
260,Bass2,8,Refurbished Grand Largemouth,253038
261,Bass3,9,Used Bass strings (Still in package),345040
262,Wild1,10,Vintage Torchhead no strings,138023
263,Wild2,11,Custom Blender USA Reissued ,253038
264,Wild3,12,Hearthead Mahogany Jimmy Tooth Electric Guitar,345040
265,Drums1,1,DRUM to get rid of,165628
266,Drums2,2,"Small Drum, Need out of House",303646
267,Drums3,3,1975 Drumster Fire *BRAND NEW*,414048
268,Guitar1,4,Bender '54 (slight damage),165628
269,Guitar2,5,Full Size Lagoon Guitar Bag,303646
270,Guitar3,6,Signed Gibby Guitar knob,414048
271,Bass1,7,Pro Fish Guitar 2023 ,165628
272,Bass2,8,Refurbished Grand Largemouth,303646
273,Bass3,9,Used Bass strings (Still in package),414048
274,Wild1,10,Vintage Torchhead no strings,165628
275,Wild2,11,Custom Blender USA Reissued ,303646
276,Wild3,12,Hearthead Mahogany Jimmy Tooth Electric Guitar,414048
277,Drums1,1,DRUM to get rid of,198754
278,Drums2,2,"Small Drum, Need out of House",364375
279,Drums3,3,1975 Drumster Fire *BRAND NEW*,496858
280,Guitar1,4,Bender '54 (slight damage),198754
281,Guitar2,5,Full Size Lagoon Guitar Bag,364375
282,Guitar3,6,Signed Gibby Guitar knob,496858
283,Bass1,7,Pro Fish Guitar 2023 ,198754
284,Bass2,8,Refurbished Grand Largemouth,364375
285,Bass3,9,Used Bass strings (Still in package),496858
286,Wild1,10,Vintage Torchhead no strings,198754
287,Wild2,11,Custom Blender USA Reissued ,364375
288,Wild3,12,Hearthead Mahogany Jimmy Tooth Electric Guitar,496858
289,Drums1,1,DRUM to get rid of,238505
290,Drums2,2,"Small Drum, Need out of House",437250
291,Drums3,3,1975 Drumster Fire *BRAND NEW*,596230
292,Guitar1,4,Bender '54 (slight damage),238505
293,Guitar2,5,Full Size Lagoon Guitar Bag,437250
294,Guitar3,6,Signed Gibby Guitar knob,596230
295,Bass1,7,Pro Fish Guitar 2023 ,238505
296,Bass2,8,Refurbished Grand Largemouth,437250
297,Bass3,9,Used Bass strings (Still in package),596230
298,Wild1,10,Vintage Torchhead no strings,238505
299,Wild2,11,Custom Blender USA Reissued ,437250
300,Wild3,12,Hearthead Mahogany Jimmy Tooth Electric Guitar,596230
301,Drums1,1,DRUM to get rid of,286206
302,Drums2,2,"Small Drum, Need out of House",524700
303,Drums3,3,1975 Drumster Fire *BRAND NEW*,715476
304,Guitar1,4,Bender '54 (slight damage),286206
305,Guitar2,5,Full Size Lagoon Guitar Bag,524700
306,Guitar3,6,Signed Gibby Guitar knob,715476
307,Bass1,7,Pro Fish Guitar 2023 ,286206
308,Bass2,8,Refurbished Grand Largemouth,524700
309,Bass3,9,Used Bass strings (Still in package),715476
310,Wild1,10,Vintage Torchhead no strings,286206
311,Wild2,11,Custom Blender USA Reissued ,524700
312,Wild3,12,Hearthead Mahogany Jimmy Tooth Electric Guitar,715476
313,Drums1,1,DRUM to get rid of,343447
314,Drums2,2,"Small Drum, Need out of House",629640
315,Drums3,3,1975 Drumster Fire *BRAND NEW*,858571
316,Guitar1,4,Bender '54 (slight damage),343447
317,Guitar2,5,Full Size Lagoon Guitar Bag,629640
318,Guitar3,6,Signed Gibby Guitar knob,858571
319,Bass1,7,Pro Fish Guitar 2023 ,343447
320,Bass2,8,Refurbished Grand Largemouth,629640
321,Bass3,9,Used Bass strings (Still in package),858571
322,Wild1,10,Vintage Torchhead no strings,343447
323,Wild2,11,Custom Blender USA Reissued ,629640
324,Wild3,12,Hearthead Mahogany Jimmy Tooth Electric Guitar,858571
325,Drums1,1,DRUM to get rid of,412136
326,Drums2,2,"Small Drum, Need out of House",755568
327,Drums3,3,1975 Drumster Fire *BRAND NEW*,1030285
328,Guitar1,4,Bender '54 (slight damage),412136
329,Guitar2,5,Full Size Lagoon Guitar Bag,755568
330,Guitar3,6,Signed Gibby Guitar knob,1030285
331,Bass1,7,Pro Fish Guitar 2023 ,412136
332,Bass2,8,Refurbished Grand Largemouth,755568
333,Bass3,9,Used Bass strings (Still in package),1030285
334,Wild1,10,Vintage Torchhead no strings,412136
335,Wild2,11,Custom Blender USA Reissued ,755568
336,Wild3,12,Hearthead Mahogany Jimmy Tooth Electric Guitar,1030285
337,Drums1,1,DRUM to get rid of,494563
338,Drums2,2,"Small Drum, Need out of House",906682
339,Drums3,3,1975 Drumster Fire *BRAND NEW*,1236342
340,Guitar1,4,Bender '54 (slight damage),494563
341,Guitar2,5,Full Size Lagoon Guitar Bag,906682
342,Guitar3,6,Signed Gibby Guitar knob,1236342
343,Bass1,7,Pro Fish Guitar 2023 ,494563
344,Bass2,8,Refurbished Grand Largemouth,906682
345,Bass3,9,Used Bass strings (Still in package),1236342
346,Wild1,10,Vintage Torchhead no strings,494563
347,Wild2,11,Custom Blender USA Reissued ,906682
348,Wild3,12,Hearthead Mahogany Jimmy Tooth Electric Guitar,1236342
349,Drums1,1,DRUM to get rid of,593476
350,Drums2,2,"Small Drum, Need out of House",1088018
351,Drums3,3,1975 Drumster Fire *BRAND NEW*,1483610
352,Guitar1,4,Bender '54 (slight damage),593476
353,Guitar2,5,Full Size Lagoon Guitar Bag,1088018
354,Guitar3,6,Signed Gibby Guitar knob,1483610
355,Bass1,7,Pro Fish Guitar 2023 ,593476
356,Bass2,8,Refurbished Grand Largemouth,1088018
357,Bass3,9,Used Bass strings (Still in package),1483610
358,Wild1,10,Vintage Torchhead no strings,593476
359,Wild2,11,Custom Blender USA Reissued ,1088018
360,Wild3,12,Hearthead Mahogany Jimmy Tooth Electric Guitar,1483610
361,Drums1,1,DRUM to get rid of,712171
362,Drums2,2,"Small Drum, Need out of House",1305622
363,Drums3,3,1975 Drumster Fire *BRAND NEW*,1780332
364,Guitar1,4,Bender '54 (slight damage),712171
365,Guitar2,5,Full Size Lagoon Guitar Bag,1305622
366,Guitar3,6,Signed Gibby Guitar knob,1780332
367,Bass1,7,Pro Fish Guitar 2023 ,712171
368,Bass2,8,Refurbished Grand Largemouth,1305622
369,Bass3,9,Used Bass strings (Still in package),1780332
370,Wild1,10,Vintage Torchhead no strings,712171
371,Wild2,11,Custom Blender USA Reissued ,1305622
372,Wild3,12,Hearthead Mahogany Jimmy Tooth Electric Guitar,1780332
373,Drums1,1,DRUM to get rid of,854605
374,Drums2,2,"Small Drum, Need out of House",1566746
375,Drums3,3,1975 Drumster Fire *BRAND NEW*,2136398
376,Guitar1,4,Bender '54 (slight damage),854605
377,Guitar2,5,Full Size Lagoon Guitar Bag,1566746
378,Guitar3,6,Signed Gibby Guitar knob,2136398
379,Bass1,7,Pro Fish Guitar 2023 ,854605
380,Bass2,8,Refurbished Grand Largemouth,1566746
381,Bass3,9,Used Bass strings (Still in package),2136398
382,Wild1,10,Vintage Torchhead no strings,854605
383,Wild2,11,Custom Blender USA Reissued ,1566746
384,Wild3,12,Hearthead Mahogany Jimmy Tooth Electric Guitar,2136398
385,Drums1,1,DRUM to get rid of,1025526
386,Drums2,2,"Small Drum, Need out of House",1880095
387,Drums3,3,1975 Drumster Fire *BRAND NEW*,2563678
388,Guitar1,4,Bender '54 (slight damage),1025526
389,Guitar2,5,Full Size Lagoon Guitar Bag,1880095
390,Guitar3,6,Signed Gibby Guitar knob,2563678
391,Bass1,7,Pro Fish Guitar 2023 ,1025526
392,Bass2,8,Refurbished Grand Largemouth,1880095
393,Bass3,9,Used Bass strings (Still in package),2563678
394,Wild1,10,Vintage Torchhead no strings,1025526
395,Wild2,11,Custom Blender USA Reissued ,1880095
396,Wild3,12,Hearthead Mahogany Jimmy Tooth Electric Guitar,2563678
397,Drums1,1,DRUM to get rid of,1230631
398,Drums2,2,"Small Drum, Need out of House",2256114
399,Drums3,3,1975 Drumster Fire *BRAND NEW*,3076414
400,Guitar1,4,Bender '54 (slight damage),1230631
401,Guitar2,5,Full Size Lagoon Guitar Bag,2256114
402,Guitar3,6,Signed Gibby Guitar knob,3076414
403,Bass1,7,Pro Fish Guitar 2023 ,1230631
404,Bass2,8,Refurbished Grand Largemouth,2256114
405,Bass3,9,Used Bass strings (Still in package),3076414
406,Wild1,10,Vintage Torchhead no strings,1230631
407,Wild2,11,Custom Blender USA Reissued ,2256114
408,Wild3,12,Hearthead Mahogany Jimmy Tooth Electric Guitar,3076414
409,Drums1,1,DRUM to get rid of,1476757
410,Drums2,2,"Small Drum, Need out of House",2707337
411,Drums3,3,1975 Drumster Fire *BRAND NEW*,3691697
412,Guitar1,4,Bender '54 (slight damage),1476757
413,Guitar2,5,Full Size Lagoon Guitar Bag,2707337
414,Guitar3,6,Signed Gibby Guitar knob,3691697
415,Bass1,7,Pro Fish Guitar 2023 ,1476757
416,Bass2,8,Refurbished Grand Largemouth,2707337
417,Bass3,9,Used Bass strings (Still in package),3691697
418,Wild1,10,Vintage Torchhead no strings,1476757
419,Wild2,11,Custom Blender USA Reissued ,2707337
420,Wild3,12,Hearthead Mahogany Jimmy Tooth Electric Guitar,3691697
421,Drums1,1,DRUM to get rid of,1772108
422,Drums2,2,"Small Drum, Need out of House",3248804
423,Drums3,3,1975 Drumster Fire *BRAND NEW*,4430036
424,Guitar1,4,Bender '54 (slight damage),1772108
425,Guitar2,5,Full Size Lagoon Guitar Bag,3248804
426,Guitar3,6,Signed Gibby Guitar knob,4430036
427,Bass1,7,Pro Fish Guitar 2023 ,1772108
428,Bass2,8,Refurbished Grand Largemouth,3248804
429,Bass3,9,Used Bass strings (Still in package),4430036
430,Wild1,10,Vintage Torchhead no strings,1772108
431,Wild2,11,Custom Blender USA Reissued ,3248804
432,Wild3,12,Hearthead Mahogany Jimmy Tooth Electric Guitar,4430036
433,Drums1,1,DRUM to get rid of,2126530
434,Drums2,2,"Small Drum, Need out of House",3898565
435,Drums3,3,1975 Drumster Fire *BRAND NEW*,5316043
436,Guitar1,4,Bender '54 (slight damage),2126530
437,Guitar2,5,Full Size Lagoon Guitar Bag,3898565
438,Guitar3,6,Signed Gibby Guitar knob,5316043
439,Bass1,7,Pro Fish Guitar 2023 ,2126530
440,Bass2,8,Refurbished Grand Largemouth,3898565
441,Bass3,9,Used Bass strings (Still in package),5316043
442,Wild1,10,Vintage Torchhead no strings,2126530
443,Wild2,11,Custom Blender USA Reissued ,3898565
444,Wild3,12,Hearthead Mahogany Jimmy Tooth Electric Guitar,5316043
445,Drums1,1,DRUM to get rid of,2551836
446,Drums2,2,"Small Drum, Need out of House",4678278
447,Drums3,3,1975 Drumster Fire *BRAND NEW*,6379252
448,Guitar1,4,Bender '54 (slight damage),2551836
449,Guitar2,5,Full Size Lagoon Guitar Bag,4678278
450,Guitar3,6,Signed Gibby Guitar knob,6379252
451,Bass1,7,Pro Fish Guitar 2023 ,2551836
452,Bass2,8,Refurbished Grand Largemouth,4678278
453,Bass3,9,Used Bass strings (Still in package),6379252
454,Wild1,10,Vintage Torchhead no strings,2551836
455,Wild2,11,Custom Blender USA Reissued ,4678278
456,Wild3,12,Hearthead Mahogany Jimmy Tooth Electric Guitar,6379252
457,Drums1,1,DRUM to get rid of,3062203
458,Drums2,2,"Small Drum, Need out of House",5613934
459,Drums3,3,1975 Drumster Fire *BRAND NEW*,7655102
460,Guitar1,4,Bender '54 (slight damage),3062203
461,Guitar2,5,Full Size Lagoon Guitar Bag,5613934
462,Guitar3,6,Signed Gibby Guitar knob,7655102
463,Bass1,7,Pro Fish Guitar 2023 ,3062203
464,Bass2,8,Refurbished Grand Largemouth,5613934
465,Bass3,9,Used Bass strings (Still in package),7655102
466,Wild1,10,Vintage Torchhead no strings,3062203
467,Wild2,11,Custom Blender USA Reissued ,5613934
468,Wild3,12,Hearthead Mahogany Jimmy Tooth Electric Guitar,7655102
469,Drums1,1,DRUM to get rid of,3674644
470,Drums2,2,"Small Drum, Need out of House",6736721
471,Drums3,3,1975 Drumster Fire *BRAND NEW*,9186122
472,Guitar1,4,Bender '54 (slight damage),3674644
473,Guitar2,5,Full Size Lagoon Guitar Bag,6736721
474,Guitar3,6,Signed Gibby Guitar knob,9186122
475,Bass1,7,Pro Fish Guitar 2023 ,3674644
476,Bass2,8,Refurbished Grand Largemouth,6736721
477,Bass3,9,Used Bass strings (Still in package),9186122
478,Wild1,10,Vintage Torchhead no strings,3674644
479,Wild2,11,Custom Blender USA Reissued ,6736721
480,Wild3,12,Hearthead Mahogany Jimmy Tooth Electric Guitar,9186122
481,Drums1,1,DRUM to get rid of,4409573
482,Drums2,2,"Small Drum, Need out of House",8084065
483,Drums3,3,1975 Drumster Fire *BRAND NEW*,11023346
484,Guitar1,4,Bender '54 (slight damage),4409573
485,Guitar2,5,Full Size Lagoon Guitar Bag,8084065
486,Guitar3,6,Signed Gibby Guitar knob,11023346
487,Bass1,7,Pro Fish Guitar 2023 ,4409573
488,Bass2,8,Refurbished Grand Largemouth,8084065
489,Bass3,9,Used Bass strings (Still in package),11023346
490,Wild1,10,Vintage Torchhead no strings,4409573
491,Wild2,11,Custom Blender USA Reissued ,8084065
492,Wild3,12,Hearthead Mahogany Jimmy Tooth Electric Guitar,11023346
493,Drums1,1,DRUM to get rid of,5291488
494,Drums2,2,"Small Drum, Need out of House",9700878
495,Drums3,3,1975 Drumster Fire *BRAND NEW*,13228015
496,Guitar1,4,Bender '54 (slight damage),5291488
497,Guitar2,5,Full Size Lagoon Guitar Bag,9700878
498,Guitar3,6,Signed Gibby Guitar knob,13228015
499,Bass1,7,Pro Fish Guitar 2023 ,5291488
500,Bass2,8,Refurbished Grand Largemouth,9700878
501,Bass3,9,Used Bass strings (Still in package),13228015
